Year,URN,Rationalised_School_Type,Yr_Group,Pupils,Actual/Projection/Historic,Phase
201920,149978,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
201920,150267,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
201920,150374,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202223,103658,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202223,104325,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202223,107340,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202223,108463,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202223,109429,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202223,109887,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202223,114486,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202223,118649,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202223,122197,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202223,126259,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202223,132196,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202223,132215,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202223,137482,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202223,137512,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202223,137529,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202223,139915,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202223,140563,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202223,140704,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202223,141143,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202223,141636,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202223,142287,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202223,143994,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202223,144180,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202223,144276,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202223,144640,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202223,145797,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202223,145924,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202223,146097,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202223,148987,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202223,149453,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202223,150014,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202122,100225,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202122,100483,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202122,105448,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202122,107340,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202122,109446,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202122,110276,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202122,111133,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202122,111590,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202122,113132,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202122,114393,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202122,117255,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202122,122002,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202122,130940,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202122,135036,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202122,137147,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202122,137986,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202122,140501,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202122,140610,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202122,141246,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202122,142728,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202122,143203,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202122,146326,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202122,147145,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202122,147830,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202122,148874,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202122,149453,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202122,149484,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202122,149522,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202122,150098,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202122,150301,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202122,150371,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202021,100248,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202021,101907,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202021,102299,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202021,104638,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202021,104678,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202021,106403,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202021,107293,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202021,107431,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202021,111039,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202021,112132,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202021,114209,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202021,114393,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202021,114447,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202021,115859,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202021,118182,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202021,122239,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202021,131852,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202021,134960,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202021,135779,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202021,139555,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202021,140929,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202021,141289,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202021,142287,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202021,143481,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202021,144241,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202021,144978,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202021,146022,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202021,146326,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202021,147173,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202021,148856,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202021,149453,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
202728,101269,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,102299,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,104893,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,107093,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,107556,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,109887,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,111640,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,113138,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,114447,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,114527,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,114834,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,114974,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,123468,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,130259,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,136124,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,136280,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,137126,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,137479,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,137512,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,138055,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,139360,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,139491,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,139915,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,140236,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,141330,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,141368,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,141925,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,142287,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,142693,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,143481,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,144195,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,144546,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,144609,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,144624,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,144651,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,144955,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,145413,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,146097,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,147511,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,148068,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,148125,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,149654,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,150084,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,150178,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202728,150191,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,101020,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,102579,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,104893,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,107093,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,108339,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,111225,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,112915,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,115108,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,119129,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,119333,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,119502,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,122994,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,123660,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,131580,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,135057,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,135136,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,137479,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,138541,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,139491,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,139915,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,140350,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,140739,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,140914,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,141193,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,141246,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,141368,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,141582,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,141871,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,141901,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,142000,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,142235,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,142240,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,142287,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,143140,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,143336,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,143371,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,143481,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,143995,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,144624,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,144651,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,144722,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,144905,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,145012,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,145115,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,145355,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,145378,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,145695,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,146720,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,148125,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,148974,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202425,149609,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,100434,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,100908,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,101269,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,102299,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,104893,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,107093,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,108339,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,109508,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,111225,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,113132,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,113445,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,114447,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,114834,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,115108,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,119129,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,119502,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,122994,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,123681,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,123784,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,126253,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,130259,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,133300,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,135057,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,137479,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,137512,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,137756,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,138055,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,139491,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,139915,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,140236,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,140704,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,141246,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,141368,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,141582,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,141901,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,141925,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,142287,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,143371,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,143414,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,143481,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,143995,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,144276,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,144624,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,144651,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,146720,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,146728,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,148125,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,148464,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,148513,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,149410,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,149609,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,150178,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
202526,150374,02 - Mainstream - Primary,N 1,13.0,Projections,Early Years
